José Ortega y Gasset visited Husserl at Freiburg in 1934 .	1934 besuchte José Ortega y Gasset Husserl in Freiburg .	José Ortega y Gasset besuchte Husserl in Freiburg im Jahr 1934 .	0.33
as she remains steadfast , he relents and commends her for her constancy , blesses her , and wishes her joy in Govianus .	da sie standhaft bleibt , bereut und lobt er sie für ihre Beständigkeit , segnet sie und wünscht ihr Freude in Govianus .	während sie standhaft bleibt , gibt er nach und lobt sie für ihre Beständigkeit , segnet sie und wünscht ihr Freude an Govianus .	0.21
in 1919 , after the Cardinals acquired shortstop Doc Lavan , Rickey tried converting Hornsby into a second baseman in spring training .	im Jahr 1919 , nachdem die Kardinäle erworben Shortstop Doc Lavan , Rickey versucht Umwandlung Hornsby in einen zweiten Baseman im Frühjahr Ausbildung .	im Jahr 1919 , nachdem die Cardinals Shortstop Doc Lavan , akquiriert hatten , versuchte Rickey im Frühjahrstraining Hornsby in einen zweiten Baseman zu umzuwandeln .	0.42
up to 50,000 militiamen enlisted in the AIF during the war .	bis zu 50.000 Milizionäre wurden während des Krieges in die AIF aufgenommen .	bis zu 50.000 Milizsoldaten meldeten sich während des Krieges freiwillig zur AIF .	0.46
as the rioting continued , rumors ran wild that Negroes would burn Jackson Hill .	als die Ausschreitungen andauerten , gingen Gerüchte über , dass Negroes Jackson Hill verbrennen würde .	während die Unruhen weitergingen , gingen Gerüchte um , dass dunkelhäutige Menschen Jackson Hill verbrennen würden .	0.41
becket excommunicated Foliot on two occasions , the second of which precipitated the archbishop 's murder .	Becket exkommunizierte Foliot bei zwei Gelegenheiten , von denen die zweite den Mord des Erzbischofs auslöste .	Becket exkommunizierte Foliot bei zwei Gelegenheiten , von denen die zweite die Ermordung des Erzbischofs auslöste .	0.12
wanting to gather a harem , he trespassed onto several ranches looking for mares .	als er einen Harem sammeln wollte , trat er auf mehrere Ranches , die Stuten suchten .	um einen Harem zu sammeln , betrat er mehrere Ranches auf der Suche nach Stuten .	0.62
Cutty Sark , a clipper in dry dock and a pub nearby in Greenwich .	Cutty Sark , ein Clipper in Trockendock und ein Pub in der Nähe in Greenwich .	Cutty Sark , ein Klipper im Trockendock und ein Pub in der Nähe in Greenwich .	0.12
Mystique uses a dagger to murder him and then buries him .	Mystique benutzt einen Dolch , um ihn zu töten und bestattet ihn dann .	Mystique benutzt einen Dolch , um ihn zu ermorden und begräbt ihn dann .	0.14
further downstream , Terrace Bridge carries Well House Drive over the watercourse just before it empties into the lake .	weiter flussabwärts führt Terrace Bridge Well House Drive über den Wasserlauf , kurz bevor er in den See entleert .	weiter flussabwärts führt die Terrace Bridge den Well House Drive über den Wasserlauf , bevor er in den See mündet .	0.19
some discoloration of the pedestals and statues occurred after reinstallation .	einige Verfärbungen der Sockel und Statuen traten nach der Neuinstallation auf .	nach der Neuinstallation traten einige Verfärbungen an den Sockeln und Statuen auf .	0.38
the column sparked controversy , and Foyt immediately refuted the allegations .	die Säule löste Kontroversen aus , und Foyt widerlegte die Behauptungen sofort .	die Kolumne löste Kontroversen aus und Foyt wies die Anschuldigungen sofort zurück .	0.38
the main pluton , comprising 80 % of the complex , comprises felsic and intermediate intrusive rocks ranging from quartz diorite to quartz monzonite .	der Hauptpluton , der 80 % des Komplexes umfasst , besteht aus felsichen und zwischenaufdringlichen Gesteinen , die von Quarzdiorit bis Quarzmonzonit reichen .	das Hauptgestein , das 80 % des Komplexes ausmacht , besteht aus felsischem und intermediärem Intrusivgesteinen , das von Quarzdiorit bis Quarzmonzonit reicht .	0.38
at the ceremony , acclaimed cellist and Soviet dissident Mstislav Rostropovich performed a Bach serenade in honor of his deceased countryman .	bei der Zeremonie spielte der gefeierte Cellist und sowjetische Dissident Mstislav Rostropovich zu Ehren seines verstorbenen Landsmanns eine Bach-Serenade .	bei der Zeremonie spielte der bekannte Cellist und sowjetische Dissident Mstislav Rostropovich eine Bach-Serenade zu Ehren seines verstorbenen Landsmannes .	0.15
promiscuity may also lessen the risk of infanticide since paternity becomes uncertain .	Promiscuity kann auch das Risiko von Kindermord verringern , da Vaterschaft unsicher wird .	Promiskuität kann auch das Risiko von Kindsmorden verringern , da die Vaterschaft ungewiss wird .	0.27
they travelled from pub to pub clad in sturdy leather britches .	Sie reisten von Kneipe zu Kneipe , die in robuste Lederbritches gekleidet war .	Sie reisten bekleidet mit robusten Lederhosen von Pub zu Pub , .	0.92
they formed coalitions with conservative Republicans , including scalawags and carpetbaggers , emphasizing the need for economic modernization .	Sie bildeten Koalitionen mit konservativen Republikanern , darunter scalawags und Carpetbagger , wobei sie die Notwendigkeit wirtschaftlicher Modernisierung betonten .	Sie bildeten Koalitionen mit konservativen Republikanern , darunter Karrieremacher und Schwindler , und betonten die Notwendigkeit einer wirtschaftlichen Modernisierung .	0.35
Israel rebuffed demands by both Turkey and the US .	Israel lehnte Forderungen sowohl der Türkei als auch der USA ab .	Israel lehnte Forderungen sowohl der Türkei als auch der USA ab .	0.00
it consisted of a tidal inlet of navigable creeks in original saltwater marshland and meadows that contained wildlife .	es bestand aus einem Gezeiteneingang von schiffbaren Bächen im ursprünglichen Salzwasser-Sumpfland und Wiesen , die Wildtiere enthielten .	es bestand aus einem Gezeiteneinlauf mit schiffbaren Bächen in ursprünglichem Salzwassersumpf und Wiesen , auf denen wilde Tiere lebten .	0.50
however , with the breakout of the Yugoslav Wars , their sound seamed misplaced and the band disbanded in 1993 .	doch mit dem Ausbruch der Jugoslawischen Kriege kam ihr Sound in Verlegenheit und die Band löste sich 1993 auf .	mit dem Ausbruch der Jugoslawienkriege schien ihr Sound fehl am Platz und die Band löste sich im Jahr 1993 auf .	0.43
the Cardinals inducted Curt Flood , Bob Forsch , George Kissell and Ted Simmons into the franchise Hall of Fame .	die Kardinäle induzierten Curt Flood , Bob Forsch , George Kissell und Ted Simmons in die Franchise Hall of Fame .	die Cardinals haben Curt Flood , Bob Forsch , George Kissell und Ted Simmons in die Franchise Hall of Fame aufgenommen .	0.14
Rochester 's comic persona regularly got the better of his vain , skinflint boss .	Rochester ' s Comic Persona wurde regelmäßig besser von seinem vergeblichen Skinflint Boss .	Rochesters Comic-Persönlichkeit hat seinen eitlen Geizhals-Boss regelmäßig in den Schatten gestellt .	1.00
some may experience audible , physical , or mental epiphanies .	manche können hörbare , physische oder mentale Epiphanien erleben .	einige können hörbare , physische oder mentale Erscheinung erleben .	0.20
assisting Corporal Nobbs in stopping a fight between a dwarf watchman and a troll watchman .	Unterstützung von Corporal Nobbs beim Stoppen eines Kampfes zwischen einem Zwergwächter und einem Trollwächter .	Unterstützung von Corporal Nobbs bei der Beendigung eines Kampfes zwischen einem Zwergenwächter und einem Trollwächter .	0.25
in 1635 , Mary and William Dyer sailed from England to New England .	1635 segelten Mary und William Dyer von England nach Neuengland .	in 1635 segelten Mary und William Dyer von England nach Neu-England .	0.17
the Department of Labour and Industry also occupied the Ordnance Store .	das Ministerium für Arbeit und Industrie besetzte auch das Ordnance Store .	das Ministerium für Arbeit und Industrie besetzte auch den Ordnance Store .	0.08
creeds and Confessions of Faith in the Christian Tradition .	Glaubensbekenntnisse in der christlichen Tradition .	Glaubensbekenntnisse und Konfessionen in der christlichen Tradition .	0.25
Metropolitan Area and a hub of southwest Iowa , sits at the base of the Loess Hills National Scenic Byway .	Metropolitan Area und ein Drehkreuz im Südwesten von Iowa , liegt am Fuße des Loess Hills National Scenic Byway .	Council Bluffs , Teil des Omaha ( Nebraska ) Ballungsgebiets und ein Drehkreuz im Südwesten von Iowa , befindet sich am Fuße des Loess Hills National Scenic Byway .	0.41
an Iranian MP talks about more executions and more flogging .	ein iranischer Abgeordneter spricht über mehr Hinrichtungen und mehr Prügel .	ein iranischer Abgeordneter spricht von mehr Hinrichtungen und Auspeitschung .	0.30
Selim Al Deen , 58 , Bangladeshi dramatist , cardiac arrest .	Selim Al Deen , 58 , Dramatiker aus Bangladesch , Herzstillstand .	Selim Al Deen , 58 , bangladeschischer Dramatiker , Herzstillstand .	0.27
1790 Second line extinction whit Captin Johan Braem to Asmild abby .	1790 Zweite Linie Ausrottung mit Johan Braem nach Asmild abby .	1790 Zweite Linie vom Aussterben bedroht mit Johan Braem und Asmild abby .	0.31
Khan resides in his sprawling farmhouse at Bani Gala .	Khan wohnt in seinem weitläufigen Bauernhaus in Bani Gala .	Khan wohnt in seinem weitläufigen Bauernhaus in der Bani Gala .	0.09
Dimercaprol used alone may also redistribute lead to the brain and testes .	Dimercaprol allein verwendet kann auch umverteilen Blei auf das Gehirn und Hoden .	Dimercaprol allein kann auch Blei in Gehirn und Hoden umverteilen .	0.36
Nasser ordered a crackdown against Syrian communists , dismissing many of them from their governmental posts .	Nasser ordnete ein hartes Vorgehen gegen syrische Kommunisten an und entließ viele von ihnen von ihren Regierungsstellen .	Nasser ordnete ein hartes Vorgehen gegen syrische Kommunisten an und entließ viele von ihnen aus ihren Regierungsämtern .	0.11
like taking out a jar of toffees from the cupboard .	wie ein Glas Toffees aus dem Schrank nehmen .	als würde man ein Glas Kaffee aus dem Schrank holen .	0.45
the Sublime Porte replaced him with Stephen II Tomșa in September 1611 .	die erhabene Porte ersetzte ihn im September 1611 durch Stephen II. Tomșa .	die erhabene Pforte ersetzte ihn mit Stephen II Tomșa im September 1611 .	0.31
the Cossacks captured the gunboat with all of its guns and blew it up .	die Kosaken eroberten das Kanonenboot mit all seinen Waffen und sprengten es in die Luft .	die Kosaken eroberten das Kanonenboot mit all seinen Geschützen und jagten es in die Luft .	0.12
1 Roger Federer a surprise defeat in the quarterfinals .	1 Roger Federer eine überraschende Niederlage im Viertelfinale .	1 Roger Federer eine überraschende Niederlage im Viertelfinale .	0.00
in 1371 , Prince Wastu ascended to throne , stylized as Prabu Raja Wastu Kancana .	1371 bestieg Prinz Wastu den Thron , stilisiert als Prabu Raja Wastu Kancana .	1371 bestieg Prinz Wastu den Thron , stilisiert als Prabu Raja Wastu Kancana .	0.00
Asimov featured Yiddish humor in Azazel , The Two Centimeter Demon .	Asimov zeigte jiddischen Humor in Azazel , The Two Centimeter Dämon .	Asimov zeigte in Azazel , The Two Centimeter Demon , jüdischen Humor .	0.38
second Epistle of John , ascribed to John the Apostle .	der zweite Brief des Johannes , dem Apostel Johannes zugeschrieben .	zweiter Johannesbrief , Johannes dem Apostel zugeschrieben .	0.75
the royal Bourbons originated in 1272 , when the youngest son of King Louis IX married the heiress of the lordship of Bourbon .	die königlichen Bourbonen entstanden 1272 , als der jüngste Sohn König Ludwigs IX. die Erbin der Herrschaft Bourbons heiratete .	die königlichen Bourbonen entstanden 1272 , als der jüngste Sohn von König Louis IX die Erbin der Lordschaft von Bourbon heiratete .	0.27
when a snail crawls on the underside of the screen and moves out onto the fringe , his weight pulls several individual fibers down .	wenn eine Schnecke auf der Unterseite des Bildschirms kriechen und sich an den Rand bewegt , zieht sein Gewicht mehrere einzelne Fasern herunter .	wenn eine Schnecke auf der Unterseite des Bildschirms kriecht und auf den Rand hinausgeht , zieht sein Gewicht mehrere Einzelfasern nach unten .	0.30
on command , the troopers opened steady and withering fire on the ravine which sent an estimated 3000 bullets among the warriors .	auf Befehl eröffneten die Truppen ein stetiges und verdorrendes Feuer auf der Schlucht , das schätzungsweise 3000 Kugeln unter die Krieger schickte .	auf Kommando eröffneten die Truppen das Feuer in der Schlucht , die unter den Kriegern eine geschätzte 3000 Kugeln abfeuerte .	0.67
the plantocracy believed they could not farm without free labour .	die Plantokratie glaubte , ohne freie Arbeit nicht wirtschaften zu können .	die Plantokratie glaubte , dass sie ohne freie Arbeit nicht bewirtschaften könnten .	0.38
prominent American critic of the unwritten doctrines .	prominenter amerikanischer Kritiker der ungeschriebenen Doktrinen .	prominenter amerikanischer Kritiker der ungeschriebenen Doktrinen .	0.00
Aurora sailed for New Zealand in 1839 under Captain Theophilus Heale .	Aurora segelte 1839 unter Captain Theophilus Heale nach Neuseeland .	die Aurora segelte im Jahr 1839 unter Captain Theophilus Heale nach Neuseeland .	0.23
in South Vietnam itself , the raids stoked widespread anger .	in Südvietnam selbst verursachten die Überfälle weit verbreitete Wut .	in Südvietnam selbst stießen die Razzien auf großen Zorn .	0.50
deprived by the Peruvian Tristan Moscoso clan of a generous annuity arranged by her granduncle , Aline settled in Paris to work as a dressmaker .	bedrängt vom peruanischen Tristan Moscoso Clan einer großzügigen Rente , arrangiert von ihrem Großonkel , ließ sich Aline in Paris nieder , um als Schneiderin zu arbeiten .	Aline wurde vom peruanischen Tristan Moscoso-Clan einer großzügigen Rente beraubt , die ihr Großonkel arrangiert hatte , und ließ sich in Paris nieder , um als Schneiderin zu arbeiten .	0.37
private Matthews reported being " strung out in muddy ditches in S.A.M .	private Matthews berichtet , dass " in schlammigen Gräben in S.A.M. aufgereiht " wird	der Gefreite Matthews berichtete , dass er erschöpft von Luft-Boden-Raketen in schlammigen Gräben ausharrte .	0.67
